Concentración ingrediente activo (%),ID_Articulo,Tipo_Articulo,Tienda_Local,Año_Establecimiento,ID_Tienda,Ubicación_Tienda,Tamaño_Tienda,Tipo_Tienda,Visibilidad_Articulo,Peso_articulo,Ventas,Calificacion,Nombre_Producto,Precio_soles
2.63,FDX40796,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07378568,120,277,3.6,jabón de caléndula 120 g,13
4.91,FDX14902,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04907809,50,270,2.7,tónico egipcio 50 ml,20
0.82,FDX72365,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02655806,120,449,4.4,jabón de caléndula 120 g,13
3.34,FDX75796,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08124903,120,261,1.7,jabón de lavanda 120 g,13
0.75,FDX78457,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09057876,10,177,3.6,óleo aromático de eucalipto 10 ml,15
4.33,FDX20047,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05906807,77,58,4.8,sahumerio de plantas medicinales,10
3.77,FDX35080,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04467325,10,387,4.4,óleo aromático de árbol del te 10 ml,20
4.17,FDX34982,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.0571273,1,276,4.7,kombucha de kión 1 L,14
1.83,FDX87467,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01109242,25,131,1.2,exfoliante de rostro con arroz amazónico 25 g,12
1.37,FDX81784,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06139256,120,68,1.5,jabón de sangre de grado 120 g,13
3.53,FDX72396,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05709948,1,217,4.2,kéfir de agua de manzana 1 L,14
2.41,FDX79911,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06577409,1,304,1.3,kombucha de kión con espirulina 1 L,14
1.21,FDX31645,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03158867,1,133,3.7,kombucha de muña 1 L,14
2.74,FDX49204,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03874351,10,52,4.4,óleo aromático de menta piperita 10 ml,20
3.18,FDX48682,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01741431,10,65,3.5,óleo aromático de palo rosa 10 ml,25
2.18,FDX96534,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01783582,25,103,1.0,incienso de palo santo,12
3.88,FDX81991,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02445061,100,213,2.1,aceite de jojoba 100 ml,40
4.58,FDX68219,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07089651,25,328,3.1,sahumerio de plantas medicinales,10
2.08,FDX85710,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03100239,22,317,4.1,sahumerio de plantas medicinales,10
3.67,FDX50685,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.065903,100,221,1.1,aceite de almendras 100 ml,40
2.04,FDX82742,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06756198,10,108,3.6,óleo aromático de matico 10 ml,15
4.99,FDX23587,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03561465,90,404,1.8,jabón saponificado de cacao 90 g,13
2.83,FDX23696,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01165614,90,53,1.2,jabón saponificado de eucalipto 90 g,13
2.13,FDX22568,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08737867,10,191,4.6,óleo aromático de lavanda 10 ml,20
2.59,FDX50276,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07523782,120,401,2.6,jabón de caléndula 120 g,13
0.71,FDX22221,cabello,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0977043,50,327,2.1,shampoo sólido de sangre de grado 50 g,28
2.52,FDX15416,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01079134,120,342,2.3,jabón de arcilla verde 120 g,13
3.23,FDX78004,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05552568,10,4,4.1,óleo aromático de hierba luisa 10 ml,15
2.46,FDX46757,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08547043,10,204,2.3,aceite de copaiba 10 ml,12
2.96,FDX38798,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03982643,50,43,2.9,tónico de romero 50 ml,15
0.62,FDX83460,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04561937,10,484,4.4,óleo aromático de matico 10 ml,15
0.6,FDX77713,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.04968778,100,130,2.2,aceite de jojoba 100 ml,40
3.02,FDX12948,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02761388,3,337,1.7,3 piezas de madera de palo santo,8
4.66,FDX24020,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01569286,1,180,3.2,kéfir de agua de manzana 1 L,14
4.02,FDX88372,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07237267,120,75,4.9,jabón de lavanda 120 g,13
1.38,FDX65107,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0544989,100,149,2.5,aceite de jojoba 100 ml,40
1.47,FDX91164,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05684351,100,104,3.1,aceite de jojoba 100 ml,40
2.1,FDX75124,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04793104,50,357,4.8,tónico de romero 50 ml,15
3.01,FDX89104,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.05756512,10,278,3.8,óleo aromático de lavanda 10 ml,20
1.05,FDX49826,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04482513,1,303,4.6,kombucha de jamaica 1 L,14
4.67,FDX41679,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06601853,1,402,3.4,kombucha de maracuyá 1 L,14
3.93,FDX63551,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06740251,20,404,1.0,bálsamo amazónico de noche 20 g,20
1.16,FDX73534,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04153531,30,427,1.9,aceite de pepita de uva 30 ml,22
0.64,FDX68954,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05615068,330,65,3.4,kéfir de agua de manzana 330 ml,7
0.56,FDX46671,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.04182447,10,201,2.2,óleo aromático de eucalipto 10 ml,15
2.85,FDX61488,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03344558,30,179,2.0,aceite de aguaje 30 ml,30
0.73,FDX79245,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0800149,10,418,1.3,óleo aromático de matico 10 ml,15
2.88,FDX94436,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08454936,69,101,2.2,sahumerio de plantas medicinales,10
4.34,FDX90748,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03507247,1,139,1.2,kombucha de kión con espirulina 1 L,14
0.63,FDX52115,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08847115,10,391,4.0,aceite de copaiba 10 ml,12
1.13,FDX31555,cabello,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03503565,50,445,1.4,shampoo sólido de sangre de grado 50 g,28
3.22,FDX31416,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09338241,120,133,4.7,jabón de lavanda 120 g,13
1.02,FDX62684,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04677473,33,36,4.0,sahumerio de plantas medicinales,10
2.04,FDX48554,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01733088,10,99,4.8,óleo aromático de eucalipto 10 ml,15
3.83,FDX19098,cabello,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06107836,50,31,3.0,shampoo sólido de sangre de grado 50 g,28
0.68,FDX43884,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09600798,120,386,4.5,jabón de lavanda 120 g,13
0.65,FDX50920,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04219249,1,398,3.9,kombucha de maracuyá 1 L,14
0.69,FDX96742,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01011111,90,348,3.2,jabón saponificado de eucalipto 90 g,13
1.57,FDX73849,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09553844,120,439,2.3,jabón de copaiba y árbol del te 120 g,13
2.98,FDX18432,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06276492,10,228,2.0,óleo aromático de palo santo 10 ml,20
2.26,FDX69658,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05595777,50,81,4.7,tónico egipcio 50 ml,20
4.3,FDX98102,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08257159,10,63,1.4,óleo aromático de muña 10 ml,15
4.08,FDX49442,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01439994,30,205,1.7,aceite de aguaje 30 ml,30
1.46,FDX80704,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08973121,30,466,4.7,aceite de manzanilla 30 ml,30
2.7,FDX75564,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06539292,10,324,1.4,óleo aromático de menta piperita 10 ml,20
3.97,FDX95934,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07058062,10,79,1.0,óleo aromático de hierba luisa 10 ml,15
2.18,FDX22519,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06981935,10,343,1.2,óleo aromático de muña 10 ml,15
4.58,FDX54480,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.071928,50,341,3.7,tónico egipcio 50 ml,20
2.96,FDX73281,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04857333,25,278,2.7,exfoliante de rostro con arroz amazónico 25 g,12
4.85,FDX36907,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06697968,30,432,4.7,aceite de almendras 30 ml,20
3.66,FDX60969,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02142731,1,105,3.6,kombucha de kión con espirulina 1 L,14
1.61,FDX38994,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04966745,10,290,1.8,óleo aromático de romero 10 ml,15
1.66,FDX96116,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09285525,30,192,3.0,aceite de manzanilla 30 ml,30
4.76,FDX69625,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04440673,20,350,2.1,bálsamo amazónico de noche 20 g,20
4.27,FDX63867,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07177907,1,425,2.8,kombucha de kión 1 L,14
3.94,FDX79052,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01783848,10,184,4.2,óleo aromático de menta piperita 10 ml,20
2.63,FDX92494,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05500587,30,475,3.3,aceite de jojoba 30 ml,20
4.91,FDX17736,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01284647,30,467,1.1,aceite de manzanilla 30 ml,30
3.04,FDX72208,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09640524,1,112,4.8,kéfir de agua de manzana 1 L,14
2.69,FDX60670,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07307186,1,418,1.4,kéfir de agua de manzana 1 L,14
2.88,FDX87800,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03006201,10,43,1.2,óleo aromático de matico 10 ml,15
2.63,FDX29248,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09483312,1,69,4.8,kombucha de muña 1 L,14
2.26,FDX98959,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07526804,10,413,4.9,óleo aromático de menta piperita 10 ml,20
3.77,FDX24859,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08225497,30,235,1.7,aceite de jojoba 30 ml,20
0.84,FDX24147,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03102138,30,93,2.4,aceite de jojoba 30 ml,20
3.74,FDX71596,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03556811,30,467,3.4,aceite de almendras 30 ml,20
4.54,FDX96416,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04298742,120,423,3.7,jabón de copaiba y árbol del te 120 g,13
1.74,FDX50278,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07499655,30,51,4.7,aceite de jojoba 30 ml,20
1.85,FDX46189,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02786862,10,272,3.9,óleo aromático de palo rosa 10 ml,25
0.89,FDX95838,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08634471,10,360,4.8,óleo aromático de eucalipto 10 ml,15
2.87,FDX29290,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03959144,30,396,4.6,aceite de pepita de uva 30 ml,22
4.65,FDX84697,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0325577,50,341,2.1,tónico de romero 50 ml,15
3.19,FDX89544,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08075585,70,313,2.3,pulsera de palo santo,15
2.23,FDX87230,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02385607,10,157,2.5,óleo aromático de muña 10 ml,15
2.85,FDX39028,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02542898,120,223,3.4,jabón de lavanda 120 g,13
4.11,FDX57711,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09232634,100,257,2.3,aceite de almendras 100 ml,40
4.16,FDX84625,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07958494,120,197,4.8,jabón de arcilla verde 120 g,13
3.02,FDX31128,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03093117,120,467,2.7,jabón de copaiba y árbol del te 120 g,13
4.28,FDX37757,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04752478,120,274,2.4,jabón de sangre de grado 120 g,13
1.45,FDX96170,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06763655,49,380,2.7,sahumerio de plantas medicinales,10
2.17,FDX45160,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04142399,330,56,1.3,kéfir de agua de manzana 330 ml,7
2.55,FDX41063,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06833261,120,252,4.8,jabón de copaiba y árbol del te 120 g,13
4.99,FDX34802,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03579013,50,180,3.3,tónico de romero 50 ml,15
3.64,FDX18157,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06618369,30,200,3.0,aceite de almendras 30 ml,20
1.88,FDX91362,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03047281,10,420,4.7,óleo aromático de eucalipto 10 ml,15
2.85,FDX73196,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01036222,10,9,1.2,óleo aromático de menta piperita 10 ml,20
3.38,FDX55513,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02473444,330,150,4.5,kéfir de agua de manzana 330 ml,7
4.3,FDX92841,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08891555,1,407,2.0,kombucha de muña 1 L,14
4.65,FDX22924,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02664997,30,12,2.6,aceite de aguaje 30 ml,30
1.53,FDX11144,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02043402,10,271,2.6,óleo aromático de árbol del te 10 ml,20
3.25,FDX82635,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02133701,1,229,4.0,kéfir de agua de manzana 1 L,14
2.26,FDX98966,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09586184,10,127,3.1,óleo aromático de matico 10 ml,15
4.01,FDX10051,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07681387,25,261,2.9,exfoliante de rostro con arroz amazónico 25 g,12
0.74,FDX18545,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07351685,50,292,2.0,tónico de romero 50 ml,15
3.34,FDX86206,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08362246,10,316,4.5,óleo aromático de molle 10 ml,15
2.87,FDX22631,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.05575714,14,199,2.4,mascarilla de carbón activado 14 g,10
1.17,FDX28167,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09011284,10,464,4.2,óleo aromático de romero 10 ml,15
4.18,FDX72358,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07904542,100,57,3.8,aceite de jojoba 100 ml,40
0.88,FDX16195,cabello,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05356493,50,301,4.4,shampoo sólido de sangre de grado 50 g,28
4.73,FDX26192,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03864311,30,415,3.8,aceite de aguaje 30 ml,30
2.84,FDX30129,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04462036,120,463,2.8,jabón de copaiba y árbol del te 120 g,13
3.14,FDX63445,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01882624,120,29,3.8,jabón de copaiba y árbol del te 120 g,13
3.88,FDX87232,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0490805,10,247,2.3,óleo aromático de matico 10 ml,15
4.48,FDX31497,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09400703,20,45,4.2,bálsamo amazónico de noche 20 g,20
4.99,FDX11883,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09974217,90,252,3.2,jabón saponificado de cacao 90 g,13
1.9,FDX30469,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08411755,50,290,4.3,tónico egipcio 50 ml,20
3.89,FDX28217,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04485066,10,371,1.1,óleo aromático de muña 10 ml,15
1.07,FDX83497,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07634968,10,338,4.0,óleo aromático de palo rosa 10 ml,25
4.31,FDX71335,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0418623,10,165,3.0,óleo aromático de naranja dulce 10 ml,15
2.22,FDX23514,otros,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03147618,75,442,1.1,repelente de hierba luisa 75 ml,16
3.41,FDX21908,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03080038,10,188,3.1,óleo aromático de palo santo 10 ml,20
1.56,FDX89801,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0493136,30,405,3.6,aceite de manzanilla 30 ml,30
2.62,FDX98894,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03551914,10,322,3.5,óleo aromático de lavanda 10 ml,20
3.04,FDX57196,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.04392334,100,182,1.1,aceite de jojoba 100 ml,40
1.98,FDX37892,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04719459,14,160,3.0,mascarilla de carbón activado 14 g,10
2.46,FDX65674,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09230276,1,25,2.6,kombucha de kión con espirulina 1 L,14
2.57,FDX83818,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0421551,20,213,1.2,bálsamo amazónico de noche 20 g,20
1.27,FDX45513,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07880649,120,79,4.5,jabón de lavanda 120 g,13
4.59,FDX80832,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.06567595,10,454,2.8,óleo aromático de árbol del te 10 ml,20
4.94,FDX10397,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05727448,10,264,4.1,óleo aromático de naranja dulce 10 ml,15
3.71,FDX60762,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01847474,10,358,2.2,óleo aromático de molle 10 ml,15
1.77,FDX97284,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05403718,50,446,1.6,tónico de romero 50 ml,15
0.78,FDX24546,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08879931,10,308,1.1,óleo aromático de lavanda 10 ml,20
4.82,FDX87462,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02918246,30,439,2.5,aceite de aguaje 30 ml,30
4.72,FDX62480,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0217775,10,112,3.0,óleo aromático de naranja dulce 10 ml,15
4.35,FDX27602,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0470495,1,212,1.3,kombucha de jamaica 1 L,14
1.16,FDX89429,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.03575804,10,488,3.2,óleo aromático de árbol del te 10 ml,20
1.86,FDX74333,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03014289,120,164,3.2,jabón de sangre de grado 120 g,13
0.57,FDX86596,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05552142,30,261,3.3,aceite de jojoba 30 ml,20
1.17,FDX28076,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08501711,10,318,3.3,óleo aromático de naranja dulce 10 ml,15
1.47,FDX36907,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0679595,10,340,3.3,óleo aromático de hierba luisa 10 ml,15
3.55,FDX17461,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09497157,20,414,2.2,bálsamo amazónico de noche 20 g,20
0.59,FDX21179,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01478668,90,167,3.4,jabón saponificado de eucalipto 90 g,13
1.86,FDX39403,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06094778,3,32,2.8,3 piezas de madera de palo santo,8
4.57,FDX86759,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.06120963,100,8,3.8,aceite de jojoba 100 ml,40
3.87,FDX28579,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03047827,10,315,2.5,óleo aromático de palo santo 10 ml,20
3.66,FDX57178,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09441897,50,182,1.5,tónico egipcio 50 ml,20
1.17,FDX87275,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01140614,120,132,1.1,jabón de caléndula 120 g,13
2.03,FDX47710,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06274439,1,52,4.0,kombucha de maracuyá 1 L,14
3.21,FDX83584,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.0864009,1,323,1.9,kombucha de maracuyá 1 L,14
3.55,FDX86653,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04546843,1,37,3.9,kombucha de jamaica 1 L,14
4.97,FDX85195,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08201241,100,301,4.2,aceite de almendras 100 ml,40
3.54,FDX93857,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07287201,120,318,3.8,jabón de sangre de grado 120 g,13
4.89,FDX95731,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02068907,120,171,2.7,jabón de arcilla verde 120 g,13
1.61,FDX33340,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07679195,330,36,3.5,kombucha de maracuyá 330 ml,7
